student_id,t1_status,t1_outstanding,t1_days_late,t2_status,t2_outstanding,t2_days_late,income_encoded,sibling_count,transport_user,outstanding_growth,days_late_trend,both_terms_late,escalating,avg_outstanding,max_days_late,label
STU_353,1,8000,64,2,8000,108,2,2,0,0,44,1,1,8000,108,2
STU_354,0,5,9,0,62,3,1,0,0,56,-5,0,0,34,9,0
STU_355,1,1872,27,0,133,3,0,2,0,-1739,-23,0,0,1002,27,0
STU_356,0,236,5,0,32,6,2,1,0,-204,0,0,0,134,6,0
STU_357,0,104,11,0,46,5,0,0,0,-58,-6,0,0,75,11,0
STU_358,0,113,6,0,180,5,1,0,1,66,0,0,0,147,6,0
STU_359,0,162,4,0,69,4,1,1,1,-93,0,0,0,116,4,0
STU_360,0,193,9,0,124,9,0,1,1,-69,0,0,0,159,9,0
STU_361,1,7709,116,1,4244,110,0,3,1,-3465,-6,1,0,5976,116,0
STU_362,1,8000,49,0,70,1,2,3,0,-7930,-47,0,0,4035,49,0
STU_363,1,417,11,0,131,3,1,2,0,-286,-7,0,0,274,11,0
STU_364,2,8000,20,2,8000,35,2,3,0,0,15,1,0,8000,35,0
STU_365,0,131,7,0,77,2,0,1,1,-54,-4,0,0,104,7,0
STU_366,0,56,7,0,103,0,1,2,0,46,-6,0,0,80,7,0
STU_367,1,406,12,0,160,9,0,0,1,-246,-2,0,0,283,12,0
STU_368,2,8000,81,2,8000,4,0,4,1,0,-77,1,0,8000,81,0
STU_369,0,199,2,0,106,8,2,0,0,-93,6,0,0,153,8,0
STU_370,0,55,2,0,179,9,0,1,0,123,6,0,0,117,9,0
STU_371,0,95,2,0,135,5,1,0,0,39,3,0,0,115,5,0
STU_372,2,8000,120,0,158,2,2,1,0,-7842,-117,0,0,4079,120,0
STU_373,0,179,11,2,8000,6,2,3,0,7820,-5,0,1,4090,11,0
STU_374,1,2399,10,0,88,6,2,0,0,-2311,-3,0,0,1244,10,0
STU_375,0,166,7,0,39,4,2,4,1,-127,-2,0,0,103,7,0
STU_376,0,237,9,0,163,2,0,1,1,-74,-6,0,0,200,9,0
STU_377,1,8000,20,2,8000,31,2,2,0,0,11,1,1,8000,31,0
STU_378,0,203,5,0,162,4,2,2,1,-41,-1,0,0,183,5,0
STU_379,1,2250,5,2,4620,120,0,2,0,2370,115,1,1,3435,120,0
STU_380,0,10,4,1,4142,29,1,1,0,4131,24,0,1,2076,29,0
STU_381,1,1082,1,1,782,12,0,3,0,-300,11,1,0,932,12,0
STU_382,1,2126,120,1,6124,120,1,5,0,3998,0,1,0,4125,120,0
STU_383,2,8000,120,1,8000,83,2,1,1,0,-37,1,0,8000,120,0
STU_384,0,158,4,0,57,4,0,1,0,-101,0,0,0,108,4,0
STU_385,2,5189,37,2,8000,17,1,2,0,2811,-20,1,0,6594,37,0
STU_386,0,126,3,0,198,0,0,4,0,71,-3,0,0,162,3,0
STU_387,1,359,76,0,134,4,1,4,0,-225,-71,0,0,246,76,0
STU_388,1,696,78,2,8000,120,1,2,1,7304,42,1,1,4348,120,0
STU_389,0,203,9,0,82,8,0,3,0,-121,0,0,0,143,9,0
STU_390,0,58,8,0,181,1,2,4,1,122,-6,0,0,120,8,0
STU_391,2,1645,11,2,3241,40,0,1,0,1596,29,1,0,2443,40,0
STU_392,2,4751,20,1,5498,4,1,2,1,747,-16,1,0,5124,20,0
STU_393,1,8000,65,0,43,1,1,1,0,-7957,-63,0,0,4022,65,0
STU_394,2,621,1,2,459,120,2,1,1,-162,119,1,0,540,120,0
STU_395,0,2,11,1,6928,78,2,1,0,6925,66,0,1,3465,78,0
STU_396,1,2128,54,1,8000,110,1,2,0,5872,56,1,0,5064,110,0
STU_397,0,103,1,1,918,15,0,1,1,814,13,0,1,511,15,0
STU_398,0,46,7,0,4,5,1,2,0,-42,-1,0,0,25,7,0
STU_399,1,1534,90,2,8000,44,2,2,0,6466,-46,1,1,4767,90,0
STU_400,0,157,2,0,93,9,2,1,0,-64,6,0,0,125,9,0
STU_401,0,129,6,0,41,8,2,0,0,-88,2,0,0,85,8,0
STU_402,0,49,5,1,8000,0,2,5,0,7950,-5,0,1,4025,5,2
STU_403,0,239,0,0,156,6,1,1,0,-83,5,0,0,198,6,0
STU_404,0,138,10,1,677,6,1,3,1,538,-4,0,1,408,10,0
STU_405,1,1328,34,1,8000,120,2,3,0,6672,86,1,0,4664,120,0
STU_406,0,225,6,0,39,5,0,0,1,-186,0,0,0,132,6,0
STU_407,0,32,2,0,166,3,2,2,1,133,1,0,0,99,3,0
STU_408,0,179,1,0,185,0,0,1,1,5,-1,0,0,182,1,0
STU_409,0,166,4,0,66,6,0,0,0,-100,1,0,0,116,6,0
STU_410,1,1587,39,1,2438,33,1,0,1,851,-6,1,0,2012,39,0
STU_411,0,171,10,0,74,9,0,2,0,-97,-1,0,0,123,10,0
STU_412,0,202,9,0,199,0,2,4,1,-3,-8,0,0,201,9,0
STU_413,0,194,0,0,2,0,0,2,1,-192,0,0,0,98,0,0
STU_414,1,3167,76,2,4730,120,2,3,1,1563,44,1,1,3948,120,0
STU_415,0,225,8,2,8000,14,2,0,0,7774,5,0,1,4113,14,0
STU_416,0,101,0,0,25,9,1,2,1,-76,8,0,0,63,9,0
STU_417,0,68,8,0,127,2,0,3,1,58,-5,0,0,98,8,0
STU_418,0,145,3,0,196,4,2,1,0,50,1,0,0,171,4,0
STU_419,1,950,24,0,46,7,1,0,1,-904,-16,0,0,498,24,0
STU_420,0,142,9,0,177,1,0,1,0,34,-8,0,0,160,9,0
STU_421,0,69,4,0,111,2,0,0,0,41,-2,0,0,90,4,0
STU_422,0,192,10,0,134,8,0,0,0,-58,-1,0,0,163,10,0
STU_423,0,23,8,0,130,8,1,0,0,106,0,0,0,77,8,0
STU_424,0,18,6,0,172,3,2,3,0,153,-3,0,0,95,6,0
STU_425,0,143,8,0,16,4,0,0,1,-127,-3,0,0,80,8,0
STU_426,0,32,5,1,3784,53,2,2,0,3751,47,0,1,1908,53,0
STU_427,2,5224,120,2,8000,97,2,5,0,2776,-23,1,0,6612,120,0
STU_428,0,224,6,0,35,0,0,0,0,-189,-5,0,0,130,6,0
STU_429,0,26,10,0,58,4,0,2,1,31,-6,0,0,42,10,0
STU_430,2,6536,73,2,8000,87,0,3,1,1464,14,1,0,7268,87,0
STU_431,2,6987,65,2,4665,101,1,2,0,-2322,36,1,0,5826,101,0
STU_432,0,63,11,0,60,9,1,0,1,-3,-1,0,0,62,11,0
STU_433,2,1680,50,2,2892,120,2,1,0,1212,70,1,0,2286,120,0
STU_434,0,209,7,2,52,0,0,1,0,-157,-7,0,1,131,7,0
STU_435,0,170,2,0,145,7,1,1,1,-25,5,0,0,158,7,0
STU_436,2,8000,47,1,8000,72,2,3,1,0,25,1,0,8000,72,0
STU_437,2,4262,59,1,8000,20,2,0,0,3738,-39,1,0,6131,59,0
STU_438,1,147,5,1,2646,18,0,0,1,2499,13,1,0,1396,18,0
STU_439,0,31,0,0,48,6,0,1,0,16,5,0,0,40,6,0
STU_440,0,72,3,0,159,2,1,1,0,86,-1,0,0,116,3,0
STU_441,0,124,8,0,42,6,0,0,0,-82,-1,0,0,83,8,0
STU_442,1,816,55,1,5534,21,2,0,1,4718,-34,1,0,3175,55,0
STU_443,0,150,0,0,121,3,0,0,1,-29,3,0,0,136,3,0
STU_444,0,16,8,0,61,0,1,1,0,44,-8,0,0,39,8,0
STU_445,0,145,5,0,91,9,1,1,0,-54,4,0,0,118,9,0
STU_446,1,2430,78,0,145,1,2,1,0,-2285,-76,0,0,1288,78,0
STU_447,2,255,42,2,2278,6,1,1,0,2023,-36,1,0,1266,42,0
STU_448,0,40,1,0,97,3,1,1,0,56,1,0,0,69,3,0
STU_449,0,88,0,0,36,3,2,0,1,-52,3,0,0,62,3,0
STU_450,0,145,7,0,108,5,0,0,0,-37,-2,0,0,127,7,0
STU_451,0,19,2,1,107,5,0,1,1,87,2,0,1,63,5,0
STU_452,2,8000,120,2,8000,3,1,4,0,0,-117,1,0,8000,120,0
STU_453,2,8000,120,2,4036,81,2,3,0,-3964,-39,1,0,6018,120,0
STU_454,0,1,5,0,58,3,1,2,0,56,-1,0,0,30,5,0
STU_455,0,62,3,0,6,5,1,1,0,-56,1,0,0,34,5,0
STU_456,0,140,9,2,8000,72,2,1,0,7859,62,0,1,4070,72,0
STU_457,0,52,6,0,181,2,1,0,0,128,-3,0,0,117,6,0
STU_458,0,58,7,0,187,6,0,0,0,128,0,0,0,123,7,0
STU_459,0,45,7,0,135,0,0,2,0,89,-7,0,0,90,7,0
STU_460,1,1761,120,2,5259,9,1,1,1,3498,-111,1,1,3510,120,0
STU_461,1,1114,16,2,2016,56,1,0,0,902,40,1,1,1565,56,0
STU_462,0,28,4,0,94,2,1,3,1,65,-2,0,0,61,4,0
STU_463,1,1649,14,2,1190,12,1,3,1,-459,-2,1,1,1420,14,0
STU_464,0,120,7,0,33,2,1,0,1,-87,-5,0,0,77,7,0
STU_465,0,184,0,0,51,8,1,0,1,-133,7,0,0,118,8,0
STU_466,2,260,56,0,43,5,0,1,0,-217,-50,0,0,152,56,0
STU_467,1,7060,63,2,4462,13,2,2,1,-2598,-50,1,1,5761,63,0
STU_468,0,82,0,0,200,0,1,2,1,117,0,0,0,141,0,0
STU_469,0,170,7,2,8000,120,1,3,1,7829,112,0,1,4085,120,0
STU_470,0,186,11,0,57,8,1,4,0,-129,-3,0,0,122,11,0
STU_471,0,12,3,0,140,3,0,0,0,127,0,0,0,76,3,0
STU_472,1,3206,2,1,3869,72,1,1,0,663,70,1,0,3538,72,0
STU_473,0,131,8,0,34,5,2,1,0,-97,-3,0,0,83,8,0
STU_474,0,189,9,0,179,0,1,1,0,-10,-9,0,0,184,9,0
STU_475,0,86,11,0,141,6,1,0,1,54,-4,0,0,114,11,0
STU_476,1,3093,94,2,8000,120,2,1,0,4907,26,1,1,5546,120,0
STU_477,0,221,2,1,3274,3,0,4,0,3052,0,0,1,1748,3,0
STU_478,0,229,3,0,152,0,1,3,0,-77,-2,0,0,191,3,0
STU_479,2,8000,120,2,8000,120,2,1,0,0,0,1,0,8000,120,2
STU_480,1,462,1,1,465,25,1,2,1,3,24,1,0,464,25,0
STU_481,0,206,5,0,199,6,1,1,1,-7,0,0,0,203,6,0
STU_482,1,8000,36,1,8000,8,2,5,1,0,-28,1,0,8000,36,2
STU_483,1,2166,41,0,24,7,1,0,0,-2142,-33,0,0,1095,41,0
STU_484,0,241,1,0,15,9,0,1,0,-226,7,0,0,128,9,0
STU_485,0,241,5,0,33,5,2,2,0,-208,0,0,0,137,5,0
STU_486,0,33,2,0,10,7,2,1,1,-23,4,0,0,22,7,0
STU_487,0,137,3,0,157,6,1,1,1,19,3,0,0,147,6,0
STU_488,0,94,9,0,179,3,0,4,1,84,-6,0,0,137,9,0
STU_489,0,20,3,0,29,9,0,1,0,8,5,0,0,25,9,0
STU_490,1,5830,13,0,68,2,1,2,0,-5762,-10,0,0,2949,13,0
STU_491,1,38,2,1,706,16,0,3,0,668,14,1,0,372,16,0
STU_492,0,213,8,0,166,2,1,0,1,-47,-5,0,0,190,8,0
STU_493,0,199,8,1,385,7,1,1,1,185,-1,0,1,292,8,0
STU_494,0,47,10,0,73,7,0,3,0,25,-2,0,0,60,10,0
STU_495,0,37,3,0,86,5,2,0,1,48,2,0,0,62,5,0
STU_496,2,1753,120,2,4665,6,2,5,1,2912,-114,1,0,3209,120,0
STU_497,1,112,5,1,118,5,0,1,1,6,0,1,0,115,5,0
STU_498,0,59,10,0,118,5,0,1,0,58,-5,0,0,89,10,0
STU_499,0,131,7,0,107,0,1,0,1,-24,-6,0,0,119,7,0
STU_500,0,232,7,0,123,5,0,5,1,-109,-1,0,0,178,7,0
