student_id,t1_status,t1_outstanding,t1_days_late,t2_status,t2_outstanding,t2_days_late,income_encoded,sibling_count,transport_user,outstanding_growth,days_late_trend,both_terms_late,escalating,avg_outstanding,max_days_late,label
STU_357,0,157,9,0,92,7,0,4,0,-65,-2,0,0,125,9,0
STU_358,0,75,3,0,165,2,1,0,1,89,0,0,0,120,3,0
STU_359,2,306,10,1,736,120,2,1,1,430,110,1,0,521,120,0
STU_360,0,126,8,1,342,14,1,0,0,215,5,0,1,234,14,0
STU_361,0,176,9,0,197,8,1,0,0,20,-1,0,0,187,9,0
STU_362,0,177,7,0,61,7,1,1,1,-116,0,0,0,119,7,0
STU_363,0,191,6,1,1110,89,1,1,1,918,82,0,1,651,89,0
STU_364,0,173,8,0,198,2,1,1,0,24,-6,0,0,186,8,0
STU_365,0,0,0,0,27,6,2,2,0,26,5,0,0,14,6,0
STU_366,0,76,4,0,152,0,1,0,1,75,-4,0,0,114,4,0
STU_367,0,163,9,0,187,0,2,0,0,23,-9,0,0,175,9,0
STU_368,0,73,7,0,102,7,2,2,0,28,0,0,0,88,7,0
STU_369,0,120,9,0,1,0,0,1,0,-119,-9,0,0,61,9,0
STU_370,1,169,64,0,75,5,0,2,0,-94,-58,0,0,122,64,0
STU_371,0,73,8,0,22,8,0,2,0,-51,0,0,0,48,8,0
STU_372,0,180,7,0,83,3,0,3,0,-97,-3,0,0,132,7,0
STU_373,2,1274,29,1,2114,24,0,2,0,840,-5,1,0,1694,29,0
STU_374,1,3018,12,1,8000,71,1,1,0,4982,59,1,0,5509,71,0
STU_375,0,199,9,0,86,9,0,2,0,-113,0,0,0,143,9,0
STU_376,0,98,8,0,111,7,1,1,0,12,-1,0,0,105,8,0
STU_377,0,35,8,0,116,5,2,1,0,80,-2,0,0,76,8,0
STU_378,1,363,44,1,1557,10,0,3,1,1194,-34,1,0,960,44,0
STU_379,2,4935,47,2,8000,120,2,1,0,3065,73,1,0,6468,120,2
STU_380,1,777,81,2,3278,120,0,3,0,2501,39,1,1,2028,120,2
STU_381,0,157,9,0,113,2,0,3,0,-44,-7,0,0,135,9,0
STU_382,0,141,5,0,60,8,1,3,0,-81,2,0,0,101,8,0
STU_383,0,50,2,0,59,4,1,4,1,8,1,0,0,55,4,0
STU_384,0,172,1,0,72,5,2,1,1,-100,3,0,0,122,5,0
STU_385,0,178,8,1,1186,8,1,1,1,1007,0,0,1,682,8,0
STU_386,0,38,8,0,46,7,2,2,1,7,0,0,0,42,8,0
STU_387,0,26,8,0,184,6,0,1,1,157,-1,0,0,105,8,0
STU_388,0,195,6,0,115,9,0,2,0,-80,2,0,0,155,9,0
STU_389,0,173,3,0,184,9,2,2,0,10,6,0,0,179,9,0
STU_390,0,178,3,0,9,9,2,2,0,-169,6,0,0,94,9,0
STU_391,0,177,0,0,69,8,2,1,0,-108,8,0,0,123,8,0
STU_392,0,108,8,0,5,7,1,0,0,-103,-1,0,0,57,8,0
STU_393,1,7096,38,1,3470,23,1,1,1,-3626,-15,1,0,5283,38,0
STU_394,0,109,6,0,172,1,2,0,0,62,-5,0,0,141,6,0
STU_395,2,6146,110,1,2762,24,1,3,1,-3384,-86,1,0,4454,110,0
STU_396,0,149,5,0,87,0,2,1,1,-62,-5,0,0,118,5,0
STU_397,0,101,9,0,24,1,2,0,0,-77,-7,0,0,63,9,0
STU_398,0,129,0,2,1941,1,1,0,0,1811,0,0,1,1035,1,0
STU_399,0,100,7,0,168,1,2,2,0,67,-6,0,0,134,7,0
STU_400,1,8000,9,2,3262,61,2,2,0,-4738,52,1,1,5631,61,2
STU_401,0,34,0,0,147,8,0,1,0,112,7,0,0,91,8,0
STU_402,1,8000,26,1,6275,2,2,0,0,-1725,-24,1,0,7138,26,0
STU_403,0,31,0,0,189,2,1,1,0,157,1,0,0,110,2,0
STU_404,1,2493,11,1,4228,9,2,1,0,1735,-2,1,0,3360,11,0
STU_405,0,194,5,1,142,13,1,2,1,-52,7,0,1,168,13,0
STU_406,1,757,3,2,640,18,2,2,1,-117,15,1,1,698,18,0
STU_407,0,53,0,0,184,9,1,1,1,130,9,0,0,119,9,0
STU_408,0,118,6,0,115,9,0,0,0,-3,3,0,0,117,9,0
STU_409,0,122,8,0,141,4,2,5,0,18,-3,0,0,132,8,0
STU_410,2,1204,120,2,3210,47,0,1,1,2006,-73,1,0,2207,120,0
STU_411,0,158,5,0,45,7,1,2,0,-113,2,0,0,102,7,0
STU_412,0,157,7,0,145,2,2,0,0,-12,-5,0,0,151,7,0
STU_413,1,1391,8,1,8000,77,2,1,1,6609,69,1,0,4696,77,2
STU_414,0,57,2,0,100,5,1,0,1,42,3,0,0,79,5,0
STU_415,0,187,6,0,125,7,1,1,0,-62,1,0,0,156,7,0
STU_416,0,165,6,0,42,2,1,4,0,-123,-3,0,0,104,6,0
STU_417,0,139,7,2,695,120,0,1,0,555,112,0,1,417,120,0
STU_418,1,1875,30,1,5185,36,1,0,0,3310,6,1,0,3530,36,0
STU_419,1,3171,53,1,4346,29,1,0,0,1175,-24,1,0,3758,53,0
STU_420,0,111,1,0,64,2,2,1,0,-47,0,0,0,88,2,0
STU_421,2,4886,120,2,7442,1,2,0,0,2556,-119,1,0,6164,120,0
STU_422,0,89,5,0,162,8,2,0,1,72,2,0,0,126,8,0
STU_423,0,120,6,0,119,7,0,2,1,-1,0,0,0,120,7,0
STU_424,0,65,0,0,110,7,1,1,1,44,6,0,0,88,7,0
STU_425,0,156,3,0,185,6,0,1,0,28,2,0,0,171,6,0
STU_426,0,168,7,0,107,2,1,4,0,-61,-5,0,0,138,7,0
STU_427,2,492,38,1,2474,33,1,0,0,1982,-5,1,0,1483,38,0
STU_428,1,8000,32,1,4900,33,2,4,0,-3100,1,1,0,6450,33,0
STU_429,0,20,5,0,14,7,1,1,0,-6,1,0,0,17,7,0
STU_430,0,167,0,0,1,2,0,3,1,-166,1,0,0,84,2,0
STU_431,0,30,9,0,183,6,0,2,1,152,-3,0,0,107,9,0
STU_432,2,5103,3,2,8000,45,2,3,0,2897,42,1,0,6552,45,2
STU_433,1,147,76,2,65,1,1,5,0,-82,-75,1,1,106,76,0
STU_434,0,94,8,0,169,5,0,1,1,74,-3,0,0,132,8,0
STU_435,1,4596,10,0,122,2,0,4,0,-4474,-7,0,0,2359,10,0
STU_436,0,72,3,0,122,0,1,1,0,49,-2,0,0,97,3,0
STU_437,0,57,7,0,59,4,0,1,0,1,-2,0,0,58,7,0
STU_438,0,100,4,0,167,5,2,1,1,66,1,0,0,134,5,0
STU_439,0,91,6,0,33,0,1,1,1,-58,-6,0,0,62,6,0
STU_440,0,68,3,0,11,4,0,0,0,-57,0,0,0,40,4,0
STU_441,0,138,3,0,38,2,0,2,1,-100,0,0,0,88,3,0
STU_442,0,151,4,0,54,0,2,1,1,-97,-3,0,0,103,4,0
STU_443,0,170,1,0,56,1,1,2,0,-114,0,0,0,113,1,0
STU_444,0,194,8,0,134,1,1,3,0,-60,-6,0,0,164,8,0
STU_445,0,53,3,0,44,1,2,1,0,-9,-1,0,0,49,3,0
STU_446,0,143,4,1,561,9,2,1,1,417,4,0,1,352,9,0
STU_447,2,4796,44,2,4504,12,2,1,0,-292,-32,1,0,4650,44,0
STU_448,0,135,4,1,2117,42,2,0,1,1981,37,0,1,1126,42,0
STU_449,0,95,5,1,533,120,1,0,0,437,114,0,1,314,120,0
STU_450,0,198,9,0,184,2,0,1,1,-14,-6,0,0,191,9,0
STU_451,1,3611,73,2,2552,21,2,1,0,-1059,-52,1,1,3082,73,0
STU_452,2,484,95,0,194,3,1,4,1,-290,-91,0,0,339,95,0
STU_453,0,166,4,0,130,1,1,2,1,-36,-3,0,0,148,4,0
STU_454,0,180,9,1,234,67,2,1,1,53,57,0,1,207,67,0
STU_455,1,4093,13,0,125,5,0,2,1,-3968,-7,0,0,2109,13,0
STU_456,0,91,3,2,912,56,1,0,0,820,52,0,1,502,56,0
STU_457,0,50,1,0,29,6,0,1,1,-21,4,0,0,40,6,0
STU_458,0,74,1,0,109,3,1,2,0,34,2,0,0,92,3,0
STU_459,0,4,7,0,77,0,0,1,0,72,-7,0,0,41,7,0
STU_460,0,104,7,0,89,6,0,1,0,-15,0,0,0,97,7,0
STU_461,0,101,9,0,105,7,0,5,0,3,-2,0,0,103,9,0
STU_462,0,105,7,1,4088,60,1,3,0,3982,52,0,1,2097,60,0
STU_463,2,1248,120,0,72,3,1,2,1,-1176,-116,0,0,660,120,0
STU_464,0,182,0,0,13,5,1,2,0,-169,4,0,0,98,5,0
STU_465,1,8000,12,0,196,3,2,2,1,-7804,-8,0,0,4098,12,0
STU_466,0,73,3,0,24,7,1,0,0,-49,3,0,0,49,7,0
STU_467,0,84,3,0,52,5,0,1,0,-32,2,0,0,68,5,0
STU_468,0,72,9,0,178,0,2,0,0,105,-8,0,0,125,9,0
STU_469,2,881,50,2,1674,26,0,1,1,793,-24,1,0,1278,50,0
STU_470,1,50,33,0,27,6,2,1,1,-23,-26,0,0,38,33,0
STU_471,0,114,8,0,77,3,0,0,1,-37,-5,0,0,96,8,0
STU_472,1,1068,40,1,7154,50,2,4,1,6086,10,1,0,4111,50,2
STU_473,0,161,0,0,40,8,0,4,0,-121,7,0,0,101,8,0
STU_474,2,1081,25,1,2493,32,2,2,0,1412,7,1,0,1787,32,0
STU_475,0,142,3,1,5882,59,1,1,1,5739,55,0,1,3012,59,0
STU_476,1,3937,15,0,161,4,2,3,0,-3776,-10,0,0,2049,15,0
STU_477,0,58,9,0,117,7,0,0,0,58,-1,0,0,88,9,0
STU_478,0,10,9,0,121,8,1,3,0,110,-1,0,0,66,9,0
STU_479,0,97,2,0,40,5,2,0,1,-57,2,0,0,69,5,0
STU_480,0,71,2,0,69,3,1,3,1,-2,1,0,0,70,3,0
STU_481,0,50,0,0,169,9,1,1,0,118,8,0,0,110,9,0
STU_482,0,138,5,1,8000,18,1,3,0,7861,12,0,1,4069,18,0
STU_483,0,153,0,0,172,2,1,4,1,18,2,0,0,163,2,0
STU_484,0,48,4,0,97,3,1,0,1,48,0,0,0,73,4,0
STU_485,0,9,0,0,167,8,1,1,0,157,7,0,0,88,8,0
STU_486,0,169,4,0,64,9,2,5,1,-105,5,0,0,117,9,0
STU_487,2,242,31,2,677,120,0,1,0,435,89,1,0,460,120,0
STU_488,0,187,8,0,150,8,0,3,0,-37,0,0,0,169,8,0
STU_489,0,125,2,2,8000,99,2,2,1,7874,96,0,1,4063,99,2
STU_490,0,64,3,0,46,9,2,1,1,-18,6,0,0,55,9,0
STU_491,0,49,8,0,195,5,1,1,0,145,-2,0,0,122,8,0
STU_492,0,1,7,0,17,0,1,0,1,15,-7,0,0,9,7,0
STU_493,0,47,2,0,14,0,0,2,1,-33,-1,0,0,31,2,0
STU_494,0,27,0,0,119,1,0,1,1,91,0,0,0,73,1,0
STU_495,2,814,5,0,145,1,1,1,1,-669,-3,0,0,480,5,0
STU_496,0,33,3,0,192,7,1,1,1,158,3,0,0,113,7,0
STU_497,0,105,7,0,81,2,1,2,0,-24,-5,0,0,93,7,0
STU_498,0,118,4,0,5,9,0,3,0,-113,5,0,0,62,9,0
STU_499,0,59,3,0,121,6,2,5,0,61,2,0,0,90,6,0
STU_500,1,1226,64,2,1395,25,2,1,0,169,-39,1,1,1310,64,0
STU_501,0,7,7,0,87,2,1,3,1,79,-5,0,0,47,7,0
STU_502,0,5,9,0,98,8,1,2,0,92,0,0,0,52,9,0
STU_503,0,147,0,0,13,6,1,2,0,-134,6,0,0,80,6,0
STU_504,0,63,5,0,97,8,2,4,0,33,3,0,0,80,8,0
STU_505,0,159,0,0,85,9,1,0,0,-74,9,0,0,122,9,0
STU_506,1,1865,120,0,143,1,0,0,0,-1722,-118,0,0,1004,120,0
STU_507,1,1,38,1,2883,38,2,3,1,2882,0,1,0,1442,38,0
STU_508,1,2925,110,0,37,8,2,1,0,-2888,-101,0,0,1481,110,0
STU_509,1,7987,8,0,41,8,2,3,1,-7946,0,0,0,4014,8,0
STU_510,0,54,6,0,50,5,1,3,1,-4,0,0,0,52,6,0
STU_511,0,24,9,1,1969,21,1,0,0,1944,11,0,1,997,21,0
STU_512,1,2339,120,1,2482,16,1,3,0,143,-104,1,0,2410,120,0
STU_513,1,4022,6,1,8000,120,2,1,0,3978,114,1,0,6011,120,2
STU_514,1,3757,25,1,8000,63,2,1,1,4243,38,1,0,5878,63,2
STU_515,0,129,3,1,2739,23,0,2,1,2609,19,0,1,1434,23,0
STU_516,0,98,1,0,82,2,0,4,0,-16,0,0,0,90,2,0
STU_517,1,6923,22,1,5921,15,1,0,0,-1002,-7,1,0,6422,22,0
STU_518,0,108,4,1,1825,54,2,1,1,1716,49,0,1,967,54,0
STU_519,2,3521,35,2,3124,16,2,2,0,-397,-19,1,0,3322,35,0
STU_520,0,141,4,0,99,9,0,2,0,-42,5,0,0,120,9,0
STU_521,0,106,7,0,58,8,1,2,1,-48,0,0,0,82,8,0
STU_522,0,135,9,1,1006,4,1,0,1,870,-5,0,1,571,9,0
STU_523,1,550,37,2,4222,20,2,1,1,3672,-17,1,1,2386,37,2
STU_524,0,86,2,0,153,9,2,1,1,66,7,0,0,120,9,0
STU_525,0,82,4,0,164,9,2,3,1,81,4,0,0,123,9,0
STU_526,2,90,56,2,8000,5,1,1,0,7910,-51,1,0,4045,56,2
STU_527,0,116,3,0,195,2,1,0,1,78,-1,0,0,156,3,0
STU_528,1,2145,0,1,1194,44,0,4,1,-951,44,1,0,1670,44,0
STU_529,0,178,8,0,187,1,0,0,1,8,-6,0,0,183,8,0
STU_530,1,3252,7,2,8000,89,2,5,0,4748,82,1,1,5626,89,2
STU_531,0,149,5,0,49,4,2,2,0,-100,0,0,0,99,5,0
STU_532,1,59,37,1,931,31,2,3,0,872,-6,1,0,495,37,0
STU_533,1,2627,2,0,84,4,2,1,0,-2543,2,0,0,1356,4,0
STU_534,0,10,4,0,41,6,1,0,0,30,1,0,0,26,6,0
STU_535,0,119,7,0,85,0,2,2,1,-34,-7,0,0,102,7,0
STU_536,0,85,1,0,133,2,2,3,1,47,0,0,0,109,2,0
STU_537,0,66,6,0,14,4,2,2,0,-52,-1,0,0,40,6,0
STU_538,1,3084,45,0,67,6,0,0,1,-3017,-38,0,0,1576,45,0
STU_539,0,112,8,0,4,1,1,2,0,-108,-6,0,0,58,8,0
STU_540,0,95,3,1,2085,0,0,2,0,1989,-3,0,1,1090,3,0
STU_541,0,20,3,0,128,3,2,2,0,107,0,0,0,74,3,0
STU_542,1,2487,19,1,8000,9,1,2,0,5513,-10,1,0,5244,19,0
STU_543,2,4110,120,2,3601,38,0,3,0,-509,-82,1,0,3856,120,0
STU_544,0,153,2,0,5,6,1,2,0,-148,3,0,0,79,6,0
STU_545,0,181,4,0,118,2,1,0,0,-63,-1,0,0,150,4,0
STU_546,0,81,3,0,155,7,1,1,1,73,4,0,0,118,7,0
STU_547,0,190,5,2,1765,120,0,0,0,1574,114,0,1,978,120,0
STU_548,0,173,5,0,7,6,1,1,1,-166,0,0,0,90,6,0
STU_549,0,59,5,0,181,9,1,1,1,121,3,0,0,120,9,0
STU_550,0,31,6,0,184,0,2,0,1,152,-6,0,0,108,6,0
STU_551,0,87,3,0,112,0,1,1,1,24,-2,0,0,100,3,0
STU_552,0,80,1,0,96,7,2,0,0,15,6,0,0,88,7,0
STU_553,0,115,7,0,9,6,1,3,0,-106,-1,0,0,62,7,0
STU_554,0,116,8,2,3002,44,1,4,1,2885,35,0,1,1559,44,0
STU_555,1,1678,33,2,3581,105,2,0,0,1903,72,1,1,2630,105,2
STU_556,0,101,4,0,155,0,1,4,1,53,-3,0,0,128,4,0
STU_557,0,20,4,0,81,1,0,1,1,60,-3,0,0,51,4,0
STU_558,0,171,5,0,137,4,0,1,1,-34,-1,0,0,154,5,0
STU_559,1,4769,75,2,8000,36,2,0,1,3231,-39,1,1,6384,75,2
STU_560,2,6976,55,2,8000,38,1,1,1,1024,-17,1,0,7488,55,2
STU_561,0,23,7,0,28,5,1,3,1,4,-1,0,0,26,7,0
STU_562,0,191,0,0,9,8,0,2,0,-182,8,0,0,100,8,0
STU_563,0,18,4,0,108,3,0,0,1,89,-1,0,0,63,4,0
STU_564,0,46,8,0,159,7,0,0,0,112,-1,0,0,103,8,0
STU_565,0,9,4,1,373,28,1,1,0,363,23,0,1,191,28,0
STU_566,0,141,1,1,5315,49,1,1,1,5173,47,0,1,2728,49,0
STU_567,0,170,9,0,136,3,1,0,0,-34,-6,0,0,153,9,0
STU_568,0,86,8,0,68,9,1,1,0,-18,0,0,0,77,9,0
STU_569,0,185,7,2,6845,5,2,3,0,6659,-2,0,1,3515,7,2
STU_570,0,118,4,0,63,2,1,4,1,-55,-1,0,0,91,4,0
STU_571,0,126,1,0,142,0,1,1,0,15,-1,0,0,134,1,0
STU_572,0,169,9,0,32,2,2,4,1,-137,-6,0,0,101,9,0
STU_573,0,59,5,1,367,27,1,1,0,307,21,0,1,213,27,0
STU_574,1,694,5,1,3498,38,1,1,1,2804,33,1,0,2096,38,0
STU_575,0,181,3,0,188,6,2,0,1,6,2,0,0,185,6,0
STU_576,0,180,3,2,7848,24,2,2,0,7667,20,0,1,4014,24,2
STU_577,1,1597,1,1,2510,14,0,5,0,913,13,1,0,2054,14,0
STU_578,0,180,5,1,2231,42,2,2,0,2050,36,0,1,1206,42,0
STU_579,0,25,1,0,99,0,1,1,1,73,0,0,0,62,1,0
STU_580,0,164,2,0,144,0,0,2,1,-20,-1,0,0,154,2,0
STU_581,1,698,57,1,1241,31,1,0,1,543,-26,1,0,970,57,0
STU_582,2,8000,120,2,8000,92,2,3,0,0,-28,1,0,8000,120,2
STU_583,0,94,4,0,67,3,1,1,1,-27,0,0,0,81,4,0
STU_584,0,110,4,1,4407,53,1,1,1,4296,48,0,1,2259,53,0
STU_585,0,105,7,0,90,2,1,2,1,-15,-5,0,0,98,7,0
STU_586,0,64,3,1,327,39,0,2,1,262,35,0,1,196,39,0
STU_587,0,15,9,0,69,3,0,0,0,53,-6,0,0,42,9,0
STU_588,0,179,1,0,75,0,0,2,0,-104,-1,0,0,127,1,0
STU_589,0,160,5,0,172,5,0,0,1,11,0,0,0,166,5,0
STU_590,1,1568,44,0,103,8,0,2,1,-1465,-35,0,0,836,44,0
STU_591,0,155,7,0,107,4,0,3,1,-48,-3,0,0,131,7,0
STU_592,0,125,9,1,673,120,1,3,0,547,110,0,1,399,120,0
STU_593,0,81,8,0,98,9,0,2,0,16,0,0,0,90,9,0
STU_594,1,5273,19,1,6046,9,1,1,0,773,-10,1,0,5660,19,0
STU_595,0,171,4,0,17,1,2,0,0,-154,-2,0,0,94,4,0
STU_596,0,140,8,0,36,7,1,3,1,-104,-1,0,0,88,8,0
STU_597,0,109,9,0,81,5,1,1,1,-28,-4,0,0,95,9,0
STU_598,0,121,9,0,99,7,0,1,0,-22,-2,0,0,110,9,0
STU_599,1,1037,28,1,2322,45,0,1,0,1285,17,1,0,1680,45,0
STU_600,0,94,9,0,194,1,0,0,0,99,-8,0,0,144,9,0
STU_601,0,38,1,0,170,5,0,2,0,131,4,0,0,104,5,0
STU_602,0,41,2,0,63,4,0,0,1,21,2,0,0,52,4,0
STU_603,0,132,0,0,193,5,0,2,1,60,4,0,0,163,5,0
STU_604,1,237,17,2,3013,95,0,1,0,2776,78,1,1,1625,95,2
STU_605,0,80,7,0,79,8,0,0,1,-1,1,0,0,80,8,0
STU_606,0,41,8,0,140,4,1,1,1,98,-3,0,0,91,8,0
STU_607,0,129,7,0,3,4,0,0,1,-126,-3,0,0,66,7,0
STU_608,0,174,6,2,836,120,1,1,0,661,113,0,1,505,120,0
STU_609,2,4048,120,1,8000,31,1,2,1,3952,-89,1,0,6024,120,0
STU_610,0,173,7,0,129,9,1,0,0,-44,2,0,0,151,9,0
STU_611,1,764,11,0,73,6,0,3,0,-691,-4,0,0,418,11,0
STU_612,1,7804,1,1,3967,43,2,0,0,-3837,42,1,0,5886,43,0
STU_613,0,28,6,0,181,5,1,0,0,152,-1,0,0,105,6,0
STU_614,0,69,6,0,126,6,0,2,0,56,0,0,0,98,6,0
STU_615,0,77,5,0,80,6,2,1,0,2,1,0,0,79,6,0
STU_616,0,102,8,0,24,5,2,0,0,-78,-2,0,0,63,8,0
STU_617,0,185,2,0,59,1,0,1,1,-126,0,0,0,122,2,0
STU_618,0,174,3,0,196,0,0,1,1,21,-3,0,0,185,3,0
STU_619,0,26,7,0,87,3,2,3,0,60,-4,0,0,57,7,0
STU_620,0,34,4,2,1107,19,1,1,1,1072,14,0,1,571,19,0
STU_621,0,71,8,0,100,0,0,3,1,28,-8,0,0,86,8,0
STU_622,0,58,3,1,1553,99,0,3,1,1494,95,0,1,806,99,0
STU_623,0,122,3,0,121,3,1,1,0,-1,0,0,0,122,3,0
STU_624,0,180,8,1,1663,3,1,4,1,1482,-5,0,1,922,8,0
STU_625,1,46,13,1,8000,3,1,1,1,7954,-10,1,0,4023,13,0
STU_626,0,130,5,0,6,0,1,4,1,-124,-4,0,0,68,5,0
STU_627,1,719,16,1,580,36,1,0,0,-139,20,1,0,650,36,0
STU_628,0,105,2,0,190,1,1,2,0,84,0,0,0,148,2,0
STU_629,0,41,6,0,190,9,0,1,1,148,2,0,0,116,9,0
STU_630,0,104,1,0,189,0,0,1,0,84,-1,0,0,147,1,0
STU_631,0,111,8,0,163,4,1,2,0,51,-4,0,0,137,8,0
STU_632,0,148,7,0,137,9,2,2,0,-11,1,0,0,143,9,0
STU_633,0,43,1,0,169,3,1,0,1,125,1,0,0,106,3,0
STU_634,0,73,6,0,120,0,1,0,1,46,-6,0,0,97,6,0
STU_635,0,72,6,0,27,3,0,2,0,-45,-2,0,0,50,6,0
STU_636,0,191,1,0,78,4,1,2,1,-113,3,0,0,135,4,0
STU_637,1,3573,45,2,5827,86,1,4,0,2254,41,1,1,4700,86,2
STU_638,0,151,4,0,70,4,0,2,1,-81,0,0,0,111,4,0
STU_639,0,150,6,0,174,8,0,4,1,23,1,0,0,162,8,0
STU_640,0,53,6,1,4463,4,1,2,1,4409,-2,0,1,2258,6,0
STU_641,1,2477,18,1,4009,21,0,1,1,1532,3,1,0,3243,21,0
STU_642,1,1227,40,0,70,1,1,0,0,-1157,-38,0,0,648,40,0
STU_643,0,95,7,1,1063,8,0,3,1,967,0,0,1,579,8,0
STU_644,1,683,120,1,1471,1,1,2,0,788,-119,1,0,1077,120,0
STU_645,0,42,7,0,39,3,0,0,1,-3,-4,0,0,41,7,0
STU_646,0,14,3,2,4366,1,2,1,1,4351,-2,0,1,2190,3,0
STU_647,1,1286,6,2,1774,120,1,4,1,488,114,1,1,1530,120,2
STU_648,1,212,8,0,60,1,1,1,0,-152,-6,0,0,136,8,0
STU_649,0,198,8,0,2,6,2,1,1,-196,-1,0,0,100,8,0
STU_650,1,533,87,0,139,1,1,1,0,-394,-85,0,0,336,87,0
STU_651,0,187,2,0,124,2,0,0,0,-63,0,0,0,156,2,0
STU_652,1,1180,7,0,129,1,1,1,1,-1051,-5,0,0,654,7,0
STU_653,0,168,3,0,75,1,1,1,0,-93,-1,0,0,122,3,0
STU_654,0,113,6,1,3742,68,1,0,1,3628,61,0,1,1928,68,0
STU_655,0,76,4,1,3859,46,1,2,0,3782,41,0,1,1968,46,0
STU_656,0,186,8,0,162,1,0,1,0,-24,-6,0,0,174,8,0
STU_657,0,86,6,0,28,9,0,3,1,-58,3,0,0,57,9,0
STU_658,0,107,6,0,97,4,1,3,0,-10,-2,0,0,102,6,0
STU_659,0,89,2,0,50,0,1,0,0,-39,-1,0,0,70,2,0
STU_660,0,112,9,0,34,1,1,2,1,-78,-8,0,0,73,9,0
STU_661,0,94,8,0,147,5,1,1,0,52,-2,0,0,121,8,0
STU_662,0,9,7,0,108,9,2,3,1,98,1,0,0,59,9,0
STU_663,0,176,3,1,1280,47,1,0,0,1103,43,0,1,728,47,0
STU_664,0,88,5,0,62,9,0,2,1,-26,4,0,0,75,9,0
STU_665,1,1140,21,0,193,4,0,2,1,-947,-16,0,0,666,21,0
STU_666,1,1155,15,0,170,4,0,1,1,-985,-10,0,0,662,15,0
STU_667,0,0,1,0,176,5,0,0,0,175,3,0,0,88,5,0
STU_668,0,49,5,1,8000,75,0,2,1,7950,69,0,1,4025,75,0
STU_669,0,140,6,0,125,3,0,2,1,-15,-2,0,0,133,6,0
STU_670,0,19,3,0,75,8,0,1,1,55,4,0,0,47,8,0
STU_671,0,181,4,0,16,0,0,2,0,-165,-4,0,0,99,4,0
STU_672,1,471,3,0,80,4,2,1,1,-391,1,0,0,276,4,0
STU_673,0,40,1,2,1723,21,0,2,1,1682,19,0,1,882,21,0
STU_674,0,36,7,0,57,6,1,0,0,20,-1,0,0,47,7,0
STU_675,0,2,1,0,170,2,1,3,0,167,1,0,0,86,2,0
STU_676,1,1270,49,1,3066,24,2,1,1,1796,-25,1,0,2168,49,0
STU_677,0,175,1,0,73,4,0,1,0,-102,2,0,0,124,4,0
STU_678,0,122,7,0,25,6,1,0,1,-97,0,0,0,74,7,0
STU_679,0,37,4,0,81,7,2,0,1,43,3,0,0,59,7,0
STU_680,0,57,8,0,8,7,2,1,1,-49,-1,0,0,33,8,0
STU_681,0,95,5,1,704,72,2,1,0,608,66,0,1,400,72,0
STU_682,0,190,0,0,80,9,0,3,0,-110,9,0,0,135,9,0
STU_683,1,274,18,0,96,8,0,0,1,-178,-9,0,0,185,18,0
STU_684,0,146,1,1,240,10,1,1,0,93,8,0,1,193,10,0
STU_685,0,87,7,0,55,1,2,1,1,-32,-5,0,0,71,7,0
STU_686,0,59,1,0,105,3,1,0,0,45,1,0,0,82,3,0
STU_687,0,91,3,0,102,4,1,0,0,10,1,0,0,97,4,0
STU_688,0,14,7,0,63,8,0,1,0,48,0,0,0,39,8,0
STU_689,0,159,9,0,166,7,2,1,0,6,-1,0,0,163,9,0
STU_690,0,48,3,0,109,8,0,1,1,60,4,0,0,79,8,0
STU_691,1,1239,31,1,2491,50,1,1,0,1252,19,1,0,1865,50,0
STU_692,0,13,1,0,189,5,1,2,0,175,4,0,0,101,5,0
STU_693,0,191,8,1,2880,54,1,0,0,2688,45,0,1,1536,54,0
STU_694,1,17,59,0,197,1,0,1,0,180,-57,0,0,107,59,0
STU_695,0,176,1,1,991,48,0,4,0,814,46,0,1,584,48,0
STU_696,0,161,3,0,76,1,1,1,1,-85,-1,0,0,119,3,0
STU_697,0,193,1,0,56,6,0,2,0,-137,5,0,0,125,6,0
STU_698,0,95,3,0,133,6,1,1,0,37,2,0,0,114,6,0
STU_699,1,899,96,1,837,18,0,3,0,-62,-78,1,0,868,96,0
STU_700,0,74,6,0,125,1,1,3,1,50,-5,0,0,100,6,0
STU_701,0,36,9,1,1112,3,1,1,0,1075,-6,0,1,574,9,0
STU_702,0,88,0,0,66,9,0,5,0,-22,9,0,0,77,9,0
STU_703,0,33,5,0,81,8,1,0,1,47,3,0,0,57,8,0
STU_704,0,196,5,0,181,7,0,0,1,-15,1,0,0,189,7,0
STU_705,0,19,9,0,151,6,0,3,0,131,-2,0,0,85,9,0
STU_706,1,2264,73,0,196,4,2,3,0,-2068,-68,0,0,1230,73,0
STU_707,1,3022,7,2,3082,51,1,0,1,60,44,1,1,3052,51,0
STU_708,0,107,4,2,8000,29,2,1,0,7892,24,0,1,4054,29,2
STU_709,0,132,2,0,106,6,0,0,1,-26,3,0,0,119,6,0
STU_710,1,2851,14,1,2681,10,1,1,1,-170,-4,1,0,2766,14,0
STU_711,0,111,4,0,110,4,2,3,0,-1,0,0,0,111,4,0
STU_712,0,57,0,0,51,1,1,1,0,-6,0,0,0,54,1,0
STU_713,0,188,5,0,87,5,1,1,0,-101,0,0,0,138,5,0
STU_714,1,1233,28,2,7918,120,1,1,1,6685,92,1,1,4576,120,2
